Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID,
"Li, Guangquan",57218079696,2,"Social Sciences
Arts and Humanities
Medicine
Psychology
",,
"Li, Emma",57258889300,1,"Engineering
Physics and Astronomy
",,
"Li, Dongjun",57207572661,4,"Engineering
Decision Sciences
Energy
Business, Management and Accounting
Economics, Econometrics and Finance
Social Sciences
Environmental Science
",0000-0003-0441-5142,
"Lhussier, Monique",24436547800,47,"Medicine
Social Sciences
Nursing
Health Professions
Business, Management and Accounting
Multidisciplinary
Agricultural and Biological Sciences
",0000-0001-9383-2356,
"Lewis, Therese",36809736900,1,"Arts and Humanities
Social Sciences
",,
"Lewis, Simon",56459399000,1,"Social Sciences
Arts and Humanities
",,
"Lewis, Matthew H.",7404188456,2,"Medicine
Health Professions
",,
"Lewis, Frank W.",36757676100,39,"Chemistry
Materials Science
Chemical Engineering
Physics and Astronomy
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Environmental Science
Engineering
Medicine
Energy
Neuroscience
",0000-0003-3176-8162,
"Levy, Martin Richard",23067517900,29,"Chemistry
Physics and Astronomy
",,
"Leung, Pak Sing",55085128900,21,"Engineering
Energy
Chemical Engineering
Environmental Science
Earth and Planetary Sciences
Materials Science
Chemistry
Computer Science
",,
"Leung, P. S.",57197372784,2,"Chemical Engineering
",,
"Leung, P. S.",57197372777,2,"Engineering
Physics and Astronomy
Materials Science
",,
"Leung, Colleen",57211575164,1,"Health Professions
Medicine
",,
"Leung, Alex Ho Cheong",55158299400,9,"Social Sciences
Arts and Humanities
Psychology
",0000-0003-2175-9860,
"Letiche, Maria",57210336885,1,"Economics, Econometrics and Finance
Business, Management and Accounting
",,
"Leslie, C.",57218943688,1,"Medicine
",,
"Leong, Jun T.",57194046601,2,"Business, Management and Accounting
Energy
Environmental Science
Engineering
Decision Sciences
Computer Science
",,
"Lennox, Solomon",57807828700,1,"Arts and Humanities
Social Sciences
",,
"Lennox, Patricia Solomon",40060940300,7,"Arts and Humanities
Social Sciences
",,
"Le-Minh, Hoa Le",14919382600,173,"Computer Science
Engineering
Physics and Astronomy
Materials Science
Mathematics
Social Sciences
Energy
Decision Sciences
Chemistry
Biochemistry, Genetics and Molecular Biology
",,
"Leminh, H.",52063546600,1,"Engineering
Social Sciences
",,
"Lema, Victoria Caceres",7004898483,1,"Veterinary
",,
"Leitgeb, Eric",57218392267,7,"Computer Science
",,
"Leishman, Donna",57995554100,3,"Arts and Humanities
Computer Science
",,
"Lei, K. L.",56100516100,1,"Social Sciences
",,
"Lei, Hanhui",57385629400,4,"Energy
Chemical Engineering
Engineering
Environmental Science
Chemistry
",,
"Leggott, James",55322918800,12,"Arts and Humanities
Social Sciences
",,
"Lega, Karunankitha",57220806089,1,"Computer Science
",,
"Lee, S.",7601395739,1,"Medicine
Social Sciences
Biochemistry, Genetics and Molecular Biology
Health Professions
Neuroscience
",,
"Lee, Rona",57202588271,5,"Arts and Humanities
Engineering
Social Sciences
",,
"Lee, Richard Philip",37101979200,21,"Medicine
Social Sciences
Arts and Humanities
Nursing
Health Professions
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Environmental Science
Psychology
",0000-0003-3854-601X,
"Lee, Nathan",57204938607,1,"Computer Science
Engineering
",,
"Lee, M. R.",57198253059,1,"Engineering
",,
"Lee, M. R.",56143207800,1,"Engineering
Social Sciences
",,
"Lee, M.",56660879800,1,"Medicine
Health Professions
",,
"Lee, Gemma",57200250995,1,"Business, Management and Accounting
Medicine
Economics, Econometrics and Finance
Psychology
",,
"Lee, Chulwoo",56100947800,16,"Computer Science
Engineering
",,
"Lee, Brian",56965105200,1,"Arts and Humanities
Social Sciences
",,
"Ledesma-Aguilar, Rodrigo",22953351700,49,"Physics and Astronomy
Chemistry
Engineering
Materials Science
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Energy
Mathematics
Multidisciplinary
Environmental Science
",,
"Leary, Vincent",57219235514,1,"Medicine
",,
"Leader, Claire",57205373604,5,"Nursing
",,
"Lea, Sharron",57210268231,1,"Social Sciences
",,
"Le Louvier, Kahina",57223389626,4,"Computer Science
Social Sciences
Arts and Humanities
Decision Sciences
",,
"Le Lirzin, Youen",57201617753,1,"Physics and Astronomy
Chemistry
Biochemistry, Genetics and Molecular Biology
",,
"Le Garrec, Mathieu",57207918438,1,"Physics and Astronomy
Engineering
Materials Science
",,
"Le Feuvre, R. F.",6604030149,4,"Engineering
Chemical Engineering
Environmental Science
",,
"Le, NgocaH A.H.",56926186800,1,"Economics, Econometrics and Finance
Business, Management and Accounting
",,
"Le, Minh Hoa",57196003001,1,"Engineering
Chemical Engineering
",,
"Laycock, Paul J.",57017097300,1,"Engineering
",,
"Lawther, J. Mark",56952788200,4,"Biochemistry, Genetics and Molecular Biology
",,
"Lawson, Tom",56173454100,28,"Arts and Humanities
Social Sciences
",,
"Lawson, Shawn",57219604579,1,"Computer Science
",,
"Lawson, Shaun W.",7102733670,127,"Computer Science
Engineering
Social Sciences
Mathematics
Physics and Astronomy
Medicine
Materials Science
Nursing
Psychology
Decision Sciences
Business, Management and Accounting
Biochemistry, Genetics and Molecular Biology
Arts and Humanities
Economics, Econometrics and Finance
",,
"Laws, Ryan",57191858264,1,"Medicine
Biochemistry, Genetics and Molecular Biology
Neuroscience
",,
"Laws, Jonathan M.",57215196699,8,"Physics and Astronomy
Environmental Science
Medicine
Engineering
Agricultural and Biological Sciences
",,
"Laws, John",24485184700,7,"Social Sciences
Arts and Humanities
",,
"Lawrence, W. Gordon",56481142500,10,"Psychology
Business, Management and Accounting
Economics, Econometrics and Finance
Social Sciences
",,
"Lawrence, Tom",57211266973,5,"Engineering
Computer Science
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Chemistry
Materials Science
",,
"Lawrence, Mitchell",57211577768,1,"Health Professions
Medicine
",,
"Lawrence, Julia",17346157500,15,"Social Sciences
Health Professions
Medicine
",,
"Lawrence, Julia",57943242300,1,"Social Sciences
",,
"Lawlor, Clark",36917583100,16,"Arts and Humanities
Social Sciences
Biochemistry, Genetics and Molecular Biology
Medicine
Materials Science
Chemical Engineering
Nursing
Engineering
",,
"Lawgaly, Ashref",56026737200,15,"Computer Science
Engineering
Decision Sciences
Mathematics
Medicine
Social Sciences
Health Professions
Materials Science
Physics and Astronomy
",,
"Lavelle, Derek",55218757600,1,"Engineering
",,
"Laura Ruiu, Maria",57329954800,2,"Social Sciences
Arts and Humanities
",,
"Launay, Gaby",57218949578,2,"Physics and Astronomy
Multidisciplinary
",,
"Laughton, Katharine",14424450500,1,"Psychology
Medicine
",,
"Lau, H. Lee",57188970326,1,"Medicine
",,
"Latimer, I. D.",6603109571,14,"Physics and Astronomy
Materials Science
Earth and Planetary Sciences
Engineering
Chemistry
",,
"Lasonder, Edwin",6602372408,61,"Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Medicine
Chemistry
Agricultural and Biological Sciences
Physics and Astronomy
Pharmacology, Toxicology and Pharmaceutics
Environmental Science
Mathematics
Decision Sciences
Multidisciplinary
Chemical Engineering
",0000-0003-2582-3444,
"Larkin, Valerie",6701418390,11,"Nursing
Social Sciences
Medicine
Business, Management and Accounting
",,
"Larke, George S.",56574298800,1,"Social Sciences
",,
"Lara, José G.",55360802800,61,"Medicine
Biochemistry, Genetics and Molecular Biology
Nursing
Agricultural and Biological Sciences
Engineering
Health Professions
Psychology
Multidisciplinary
",,
"Laqua, Daniel",36056991900,26,"Arts and Humanities
Social Sciences
Business, Management and Accounting
Economics, Econometrics and Finance
Decision Sciences
",0000-0001-7697-5582,
"Lapian, M. E.",57192066403,1,"Arts and Humanities
Business, Management and Accounting
Economics, Econometrics and Finance
Social Sciences
",,
"Lanz, Francesca",55440261200,9,"Arts and Humanities
Social Sciences
Engineering
Business, Management and Accounting
Mathematics
Computer Science
",0000-0002-0041-1649,
"Lanyon, Clare",16031353100,28,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Chemistry
Environmental Science
Multidisciplinary
Nursing
Mathematics
Computer Science
",0000-0002-5200-9336,
"Langford, Alan M.",7006664362,7,"Medicine
Social Sciences
",0009-0007-5274-1483,
"Landless, S.",36625706900,1,"Engineering
",,
"Land, Ellie",55977495000,2,"Medicine
Engineering
",,
"Lancaster, Bill",57190039230,1,"Arts and Humanities
",,
"Lampitt, Sue",55533726600,2,"Social Sciences
",,
"Lamb, Thomas M.",7006034849,2,"Engineering
Materials Science
",,
"Lamb, K.",22976343200,1,"Physics and Astronomy
Engineering
",,
"Lama, Tshering",57212734024,1,"Medicine
",,
"Lam, Terence Y.M.",22834966800,32,"Engineering
Business, Management and Accounting
Social Sciences
Economics, Econometrics and Finance
Computer Science
Energy
Environmental Science
Earth and Planetary Sciences
Mathematics
",,
"Lake, Gordon J.",57195079191,1,"Arts and Humanities
Social Sciences
Psychology
",,
"Laird, Robert Mc Crone",23064228400,18,"Chemistry
Chemical Engineering
Environmental Science
Biochemistry, Genetics and Molecular Biology
Energy
",,
"Laing, Sarah",23570574400,2,"Agricultural and Biological Sciences
Neuroscience
Psychology
",,
"Laing, Mary",56830228300,12,"Social Sciences
Computer Science
Arts and Humanities
Medicine
Psychology
",,
"Laing, Mary",57525832200,2,"Social Sciences
",,
"Laing, Christopher",57216793921,1,"Computer Science
",,
"Lai, Han",35731818900,2,"Decision Sciences
Business, Management and Accounting
",,
"Laggan, P.",6506265013,1,"Engineering
",,
"Lafon, Benoit",56607094600,1,"Computer Science
",,
"Lafdi, Kh",7004301891,192,"Materials Science
Engineering
Physics and Astronomy
Chemistry
Chemical Engineering
Energy
Biochemistry, Genetics and Molecular Biology
Environmental Science
Mathematics
Computer Science
Medicine
Earth and Planetary Sciences
",,
"Lackenby, Michael",57830589700,1,"Computer Science
Social Sciences
",,
"la Diega, Guido Noto",57211421062,6,"Social Sciences
Arts and Humanities
",,
"Kyza, Irene",57217005515,1,"Medicine
Nursing
",,
"Kyffin, Steven",42861728600,5,"Arts and Humanities
Computer Science
Physics and Astronomy
Social Sciences
Engineering
Decision Sciences
",,
"Kwok, Kin Chuen",56992387500,1,"Computer Science
",,
"Kwiecien, Ola",56635828900,31,"Earth and Planetary Sciences
Environmental Science
Agricultural and Biological Sciences
Arts and Humanities
Social Sciences
Multidisciplinary
Engineering
Medicine
Energy
Biochemistry, Genetics and Molecular Biology
",0000-0001-6018-9181,
"Kusch, Robin",57196153077,1,"Engineering
Energy
",,
"Kurt, Zeyneb",16230879200,34,"Computer Science
Biochemistry, Genetics and Molecular Biology
Engineering
Medicine
Agricultural and Biological Sciences
Social Sciences
Mathematics
Earth and Planetary Sciences
Environmental Science
Nursing
Health Professions
Chemical Engineering
",0000-0003-3186-8091,
"Kumm, Christopher",58135652100,1,"Immunology and Microbiology
Agricultural and Biological Sciences
Medicine
",,
"Kumaravelu, G.",24722547200,1,"Medicine
",,
"Kumar, Rahul",57207359414,14,"Physics and Astronomy
Engineering
Materials Science
Biochemistry, Genetics and Molecular Biology
Chemistry
Computer Science
Mathematics
Medicine
Multidisciplinary
",,
"Kumar, Manish",57219289009,1,"Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
",,
"Kumar, Bimal",56704243600,45,"Engineering
Computer Science
Business, Management and Accounting
Mathematics
Energy
Social Sciences
Decision Sciences
Arts and Humanities
Environmental Science
Materials Science
",,
"Kumar, Arvind",57206267195,1,"Engineering
",,
"Kulkarni, D. V.",7102946200,3,"Engineering
Social Sciences
",,
"Kujundžić, Jana",57221688420,2,"Social Sciences
",,
"Kubiak, Joanna",57452885300,1,"Psychology
",,
"Kruithof, Peter J.",57226815116,2,"Medicine
Nursing
",0000-0002-3642-410X,
"Kreitem, Hanna M.",57217087949,3,"Social Sciences
Arts and Humanities
Economics, Econometrics and Finance
Computer Science
",0000-0001-9929-6400,
"Kramer, Elizabeth",22950927000,5,"Arts and Humanities
Business, Management and Accounting
Social Sciences
Engineering
",,
"Kraeuter, Ann Katrin",57021813700,23,"Biochemistry, Genetics and Molecular Biology
Medicine
Neuroscience
Pharmacology, Toxicology and Pharmaceutics
Multidisciplinary
Psychology
",,
"Kozhevnikov, Valéry N.",57205301855,74,"Chemistry
Materials Science
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Pharmacology, Toxicology and Pharmaceutics
Physics and Astronomy
Energy
Engineering
",,
"Koutsidis, Georgios",12776012100,24,"Agricultural and Biological Sciences
Chemistry
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Engineering
Medicine
Nursing
Multidisciplinary
Social Sciences
Chemical Engineering
",0000-0001-5167-8207,
"Koulidou, Konstantia",57053459300,1,"Computer Science
",,
"Kotzé, Justin",57208750500,7,"Social Sciences
Business, Management and Accounting
Arts and Humanities
Economics, Econometrics and Finance
Medicine
Health Professions
Psychology
",,
"Kotter, Richard",55094263200,25,"Energy
Engineering
Environmental Science
Social Sciences
Computer Science
Earth and Planetary Sciences
Mathematics
Business, Management and Accounting
",0000-0003-2741-5620,
"Kotsoglou, Kyriakos N.",55806208300,16,"Social Sciences
Arts and Humanities
Medicine
Environmental Science
Psychology
Decision Sciences
Computer Science
",,
"Kotecha, Birju",40461715000,5,"Social Sciences
",,
"Kossick, Kaye",57202417746,2,"Arts and Humanities
",,
"Kosior, Katarzyna",57195191190,4,"Arts and Humanities
Agricultural and Biological Sciences
Engineering
Social Sciences
",,
"Korolkiewicz, T.",6506070199,2,"Physics and Astronomy
Engineering
",,
"Korolkiewicz, Edward",57218868885,51,"Engineering
Computer Science
Physics and Astronomy
Social Sciences
Mathematics
Materials Science
",,
"Korolkiewicz, E.",57205012979,6,"Engineering
Social Sciences
",,
"Korolkewicz, E.",6504694582,1,"Engineering
Computer Science
",,
"Korolkeiwicz, E.",6504193893,1,"Engineering
",,
"Kordi, Mehdi",54904585300,18,"Medicine
Health Professions
Biochemistry, Genetics and Molecular Biology
Neuroscience
Multidisciplinary
",,
"Kopnina, Helen",11541014500,138,"Social Sciences
Environmental Science
Business, Management and Accounting
Medicine
Agricultural and Biological Sciences
Economics, Econometrics and Finance
Energy
Computer Science
Arts and Humanities
Psychology
Engineering
Neuroscience
Pharmacology, Toxicology and Pharmaceutics
Health Professions
Veterinary
Decision Sciences
Mathematics
",0000-0001-7617-2288,
"Komba, Paul N.",56582194100,5,"Medicine
Environmental Science
Immunology and Microbiology
Multidisciplinary
",,
"Kolokytha, Chara",55868959600,4,"Arts and Humanities
Social Sciences
",,
"Koczy, Daniel",57163699600,4,"Arts and Humanities
",,
"Kobeisse, Suzanne",57219800577,3,"Computer Science
",,
"Ko, Gloria Wing Yan",57212564019,2,"Medicine
",,
"Knox, Andrea",35839497900,3,"Arts and Humanities
Social Sciences
",,
"Knowles, Jonathan P.",15520619700,26,"Chemistry
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Materials Science
Medicine
Pharmacology, Toxicology and Pharmaceutics
",,
"Knowles, A.",7005713783,4,"Engineering
Physics and Astronomy
Materials Science
",,
"Knott, Joan",57192039850,3,"Arts and Humanities
",,
"Knott, C.",57204282233,1,"Computer Science
Mathematics
",,
"Knobel, Marlise",57221046068,2,"Engineering
Business, Management and Accounting
Energy
Environmental Science
",,
"Knight, Ruth",21643900800,1,"Medicine
Social Sciences
",,
"Knight, Matthew",57222273981,1,"Agricultural and Biological Sciences
Chemistry
",,
"Knight, D. J.",57216084741,1,"Medicine
Psychology
",,
"Knight, D.",57205974855,1,"Medicine
",,
"Kliman-Silver, Chloe",56016669400,6,"Computer Science
",,
"Kismul, Alex",58064204100,1,"Social Sciences
Computer Science
Engineering
Environmental Science
",,
"Kirwan, Emily",58179665300,1,"Computer Science
Arts and Humanities
",,
"Kirton, Paula",55881484500,1,"Engineering
",,
"Kirton, Alexandra",57896665700,1,"Nursing
",,
"Kirtley, Jenna",57814723700,1,"Psychology
",,
"Kirkwood, Sophie",57147160300,1,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
",,
"Kirkham, Gemma",57865476300,1,"Medicine
",,
"Kirkby, S. J.",36770633300,3,"Earth and Planetary Sciences
Environmental Science
Social Sciences
Agricultural and Biological Sciences
",,
"Kirkby, John",6701693571,8,"Social Sciences
Environmental Science
Agricultural and Biological Sciences
",,
"Kirk, Tim",57761066800,5,"Arts and Humanities
Social Sciences
",,
"Kirk, Tim",57208998979,2,"Arts and Humanities
",,
"Kirk, Rachel",57191766228,4,"Social Sciences
Engineering
Business, Management and Accounting
Economics, Econometrics and Finance
",,
"Kirk, Mark",57207205805,4,"Social Sciences
Engineering
Energy
Business, Management and Accounting
Economics, Econometrics and Finance
Environmental Science
Mathematics
",,
"Kirk, Guy",55844762100,2,"Social Sciences
",,
"Kirillov, Oleg N.",56249853000,97,"Engineering
Physics and Astronomy
Mathematics
Multidisciplinary
Chemical Engineering
Computer Science
Earth and Planetary Sciences
Materials Science
Environmental Science
Medicine
Energy
",0000-0002-6150-9308,
"Kiri, Victor Alangibi",57213192002,6,"Medicine
Business, Management and Accounting
Health Professions
Nursing
",,
"Kirby, Matthew G.",57222412709,1,"Environmental Science
Social Sciences
",,
"Kirby, Karen",57219092359,1,"Multidisciplinary
",,
"Kings, Jill",8259705300,2,"Medicine
",,
"Kinghorn, Philip",57192910266,6,"Computer Science
Engineering
Mathematics
Neuroscience
",,
"Kingham, Michael Roy",57086867900,4,"Medicine
Social Sciences
Health Professions
",,
"King, Sara",56325532800,1,"Social Sciences
",,
"King, Owen",57795153800,1,"Energy
Environmental Science
",,
"King, Martin",57457806700,1,"Social Sciences
Business, Management and Accounting
",,
"King, M.",56080045000,1,"Environmental Science
",,
"King, Lesley A.",57191047852,3,"Business, Management and Accounting
Social Sciences
Decision Sciences
",,
"King, Helen M.",55547644700,9,"Earth and Planetary Sciences
Social Sciences
Arts and Humanities
Environmental Science
Mathematics
Agricultural and Biological Sciences
Computer Science
",,
"King, Helen M.",57888351100,1,"Medicine
",,
"King, David",57200694527,1,"Computer Science
Mathematics
",,
"Kimpton, G. R.",56085761700,1,"Computer Science
Social Sciences
",,
"Kimak, Stefan",57188988427,1,"Engineering
Computer Science
",,
"Kim Xuyen, Le Thi",57211968226,1,"Economics, Econometrics and Finance
",,
"Kim, Heesop",56981664900,1,"Engineering
Computer Science
",,
"Kilpin, David V.",58064204200,1,"Computer Science
Social Sciences
Engineering
Environmental Science
",,
"Killey, Shannon",57472693700,1,"Physics and Astronomy
",,
"Kilkenny, Noreen",57207958610,2,"Nursing
",,
"Kiernan, Matthew Donal",56715164800,35,"Medicine
Social Sciences
Psychology
Nursing
Arts and Humanities
Multidisciplinary
Environmental Science
Neuroscience
",,
"Kiernan, Matthew D.",57207708926,1,"Social Sciences
",,
"Kiden, Sarah",58044900600,1,"Computer Science
",,
"Kiazim, Evran",57192071917,1,"Engineering
Materials Science
Chemistry
",,
"Khundker, Sharmin",23067473100,5,"Chemistry
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
",,
"Khudair, Mohammed",57221917229,2,"Medicine
Health Professions
",,
"Khoo, Boo Siong",57204117083,1,"Physics and Astronomy
",,
"Khelifi, Fouad",9239864000,81,"Computer Science
Engineering
Decision Sciences
Mathematics
Medicine
Social Sciences
Materials Science
Physics and Astronomy
Health Professions
Biochemistry, Genetics and Molecular Biology
Neuroscience
",,
"Khazaei, Faten",57196482600,3,"Social Sciences
Business, Management and Accounting
Economics, Econometrics and Finance
",,
"Khashab, Basel M.",55796038900,12,"Business, Management and Accounting
Computer Science
Engineering
Medicine
Social Sciences
Arts and Humanities
Economics, Econometrics and Finance
Mathematics
Decision Sciences
Materials Science
",,
"Khan, Suleman",56045629300,84,"Computer Science
Engineering
Mathematics
Materials Science
Medicine
Physics and Astronomy
Decision Sciences
Biochemistry, Genetics and Molecular Biology
Business, Management and Accounting
Chemistry
Social Sciences
Agricultural and Biological Sciences
Economics, Econometrics and Finance
Environmental Science
Energy
Multidisciplinary
Health Professions
",,
"Khan, S.",57210997073,1,"Engineering
",,
"Khan, Muhammad Waqas",58263458300,3,"Physics and Astronomy
Earth and Planetary Sciences
Biochemistry, Genetics and Molecular Biology
Environmental Science
Engineering
Chemistry
Medicine
Computer Science
",0000-0002-1567-7781,
"Khan, Muhammad Saad Masud",58046723200,1,"Business, Management and Accounting
Social Sciences
",,
"Khan, Muhammad Asif",57199444884,13,"Business, Management and Accounting
Psychology
Social Sciences
Computer Science
Economics, Econometrics and Finance
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Neuroscience
",0000-0002-5192-5578,
"Khan, Malcolm",56290644900,2,"Business, Management and Accounting
Economics, Econometrics and Finance
Social Sciences
",,
"Khan, M.",56132274900,1,"Medicine
",,
"Khan, M.",56132271100,1,"Medicine
Social Sciences
",,
"Khan, Julie",53984384400,15,"Nursing
Agricultural and Biological Sciences
Medicine
Social Sciences
Biochemistry, Genetics and Molecular Biology
Neuroscience
Pharmacology, Toxicology and Pharmaceutics
Computer Science
",,
"Khan, Faraz Ahmad",57192503555,8,"Computer Science
Engineering
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Medicine
Decision Sciences
",0000-0001-7173-6822,
"Khaliq, Jibran",55452411700,40,"Materials Science
Engineering
Chemical Engineering
Chemistry
Physics and Astronomy
Computer Science
Energy
Biochemistry, Genetics and Molecular Biology
Environmental Science
Decision Sciences
Business, Management and Accounting
",0000-0001-5835-9102,
"Khalifa, Emad",57192975096,4,"Computer Science
Engineering
",,
"Khalifa, E.",57190432587,2,"Computer Science
Engineering
",,
"Key, Cayla",57209398488,8,"Computer Science
",,
"Kettle, C.",6603395549,1,"Materials Science
",,
"Ketsbaia, Lida",57222060828,1,"Computer Science
Engineering
Decision Sciences
",,
"Keshtiban, Amir E.",57288259100,3,"Business, Management and Accounting
Arts and Humanities
Economics, Econometrics and Finance
Social Sciences
Decision Sciences
",,
"Kerry, P.",18335787900,1,"",,
"Kerrigan, Kevin",6603103112,8,"Social Sciences
Environmental Science
Medicine
Agricultural and Biological Sciences
Psychology
",,
"Kerr, Christian",57219031175,2,"Social Sciences
",,
"Kerr, Amy",57129996400,1,"Environmental Science
Earth and Planetary Sciences
",,
"Keogh, Shelagh",56461055200,7,"Computer Science
Social Sciences
Materials Science
Multidisciplinary
Engineering
Mathematics
",,
"Kenny, P. H.",7102145785,3,"Earth and Planetary Sciences
Environmental Science
Social Sciences
",,
"Kenney, Kathryn",57189073293,1,"Social Sciences
Arts and Humanities
",,
"Kennel, Aileen",57202152409,1,"Medicine
Nursing
",,
"Kennedy, Vinny",57204363542,2,"Social Sciences
",,
"Kennedy, D. O.",7403112549,108,"Medicine
Neuroscience
Nursing
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Psychology
Biochemistry, Genetics and Molecular Biology
Health Professions
Environmental Science
Engineering
Dentistry
Chemistry
",,
"Kenisarin, Murat",56239593600,34,"Energy
Engineering
Materials Science
Physics and Astronomy
Environmental Science
Chemical Engineering
Social Sciences
Chemistry
Earth and Planetary Sciences
",,
"Kendall, David",7101670962,22,"Computer Science
Engineering
Mathematics
Materials Science
Business, Management and Accounting
Chemical Engineering
Environmental Science
",,
"Kendall, David",57224612447,4,"Computer Science
Engineering
Materials Science
Mathematics
",,
"Kemp, Emma",58100759800,1,"Psychology
Neuroscience
Social Sciences
",,
"Kemp, D. Alasdair",57189178020,2,"Computer Science
Social Sciences
",,
"Kemp, D. Alasdair",57220567075,1,"Engineering
",,
"Kemp, D. A.",57212935251,2,"Social Sciences
Computer Science
",,
"Kemp, Anna",57223326505,1,"Medicine
",,
"Kelly-Hughes, Denise H.",56156044600,2,"Medicine
Psychology
Neuroscience
Biochemistry, Genetics and Molecular Biology
",,
"Kelly, Nancy",7103356292,15,"Social Sciences
Psychology
Medicine
Arts and Humanities
",,
"Kelly, Michael C.",57202228098,2,"Medicine
",,
"Kelly, Matthew",57195596923,9,"Social Sciences
Arts and Humanities
Business, Management and Accounting
Economics, Econometrics and Finance
",,
"Kelly, Matthew",58279031300,1,"Agricultural and Biological Sciences
Arts and Humanities
Environmental Science
",,
"Kelly, Kenneth",57216786742,2,"Engineering
Business, Management and Accounting
Economics, Econometrics and Finance
",,
"Kelly, Jacquie",55520770900,3,"Computer Science
Social Sciences
Engineering
",,
"Kelly, Ciarán L.",55906782700,18,"Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Engineering
Chemistry
Mathematics
Decision Sciences
Chemical Engineering
Agricultural and Biological Sciences
Pharmacology, Toxicology and Pharmaceutics
Medicine
Materials Science
Multidisciplinary
Neuroscience
",,
"Kelleher, Michael",57225374616,7,"Medicine
Nursing
Social Sciences
",,
"Kell, Richard",57190143728,7,"Arts and Humanities
Social Sciences
Pharmacology, Toxicology and Pharmaceutics
Neuroscience
",,
"Kele, Juliet Elizabeth",57220022135,4,"Business, Management and Accounting
Computer Science
Energy
Environmental Science
Social Sciences
Psychology
",0000-0002-4324-8685,
"Keith, Jay",57204472756,1,"Medicine
",,
"Keighley, A. C.",57105470900,1,"Nursing
",,
"Kefala-Kerr, John",37083711900,1,"Arts and Humanities
",,
"Keenan, Ashleigh",57222179508,1,"Biochemistry, Genetics and Molecular Biology
Engineering
Medicine
",,
"Keddie, T.",6504177212,1,"Medicine
Social Sciences
Biochemistry, Genetics and Molecular Biology
Health Professions
Neuroscience
",,
"KeChi-Okafor, Chimdia",57562932400,2,"Agricultural and Biological Sciences
Environmental Science
Multidisciplinary
",,
"Kazmi, Nabila",36623804800,5,"Computer Science
Mathematics
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Agricultural and Biological Sciences
Medicine
",,
"Kazmi, Muhammad Ali Naqi",57212659509,3,"Computer Science
Engineering
Social Sciences
Environmental Science
",,
"Kazemi-Razi, Seyed Mahdi",57210356446,8,"Engineering
Energy
Computer Science
Social Sciences
Physics and Astronomy
Environmental Science
Mathematics
",,
"Kaye, Meagan",57204473665,1,"Medicine
",,
"Kaye, John",57216354602,1,"Social Sciences
",,
"Kaye, John",36818427300,1,"Engineering
Social Sciences
",,
"Kayastha, Prakriti",57207849472,7,"Chemistry
Physics and Astronomy
Materials Science
Medicine
Computer Science
Engineering
Energy
",,
"Kay, Susan",57194906331,1,"Social Sciences
Arts and Humanities
",,
"Kay, Laura J.",57191855151,4,"Biochemistry, Genetics and Molecular Biology
Chemistry
Neuroscience
Chemical Engineering
Computer Science
",,
"Kaushik, Amit Kant",57217559094,15,"Engineering
Environmental Science
Computer Science
Social Sciences
Energy
Arts and Humanities
",0000-0001-6110-803X,
"Kaushal, Neetu",23035143100,1,"Chemistry
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
",,
"Katagiri, Cristiana",57197708060,1,"Social Sciences
",,
"Kartsaki, Evgenia",57188758335,5,"Biochemistry, Genetics and Molecular Biology
Medicine
Agricultural and Biological Sciences
Neuroscience
Computer Science
Immunology and Microbiology
Environmental Science
Mathematics
Engineering
",,
"Kartopu, Giray",14424016900,72,"Materials Science
Physics and Astronomy
Engineering
Energy
Chemistry
Computer Science
Mathematics
Chemical Engineering
Decision Sciences
Multidisciplinary
",0000-0001-5279-404X,
"Karthik, Dara Easwar",57224612710,2,"Materials Science
",,
"Karmacharya, S.",29467584400,3,"Energy
Engineering
",,
"Kardzhieva, Dimana",57200942014,1,"Psychology
",,
"Karanam, Bharath Raj",57939679600,1,"Physics and Astronomy
Computer Science
Engineering
",,
"Kanthasamy, Elilarasi",57226098507,15,"Engineering
Materials Science
Medicine
Multidisciplinary
",,
"Kane, Sarah",53563656900,1,"Arts and Humanities
",,
