Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID,
"Lowe, Toby",55648436700,17,"Social Sciences
Business, Management and Accounting
Computer Science
Economics, Econometrics and Finance
Environmental Science
",0000-0003-0699-9962,
"Lowerson, Ashley Jane",57814480300,3,"Social Sciences
",,
"Lowery, David Mark",55520175200,2,"Energy
Engineering
Social Sciences
",,
"Lowes, Hailey",57216987869,1,"Nursing
",,
"Lowes, Philip",14048885500,4,"Engineering
Computer Science
",,
"Lozano, Henry Knight",57190952411,4,"Arts and Humanities
Social Sciences
Environmental Science
",,
"Lu, Jianwei",55520231700,8,"Materials Science
Chemistry
Chemical Engineering
Physics and Astronomy
Energy
Biochemistry, Genetics and Molecular Biology
Engineering
",,
"Lu, Lucy",57684524400,1,"Business, Management and Accounting
",,
"Lu, Qin",57894883900,1,"Business, Management and Accounting
Computer Science
Decision Sciences
",,
"Lu, Qing",36615319700,13,"Engineering
Computer Science
Social Sciences
Physics and Astronomy
Materials Science
",,
"Lu, Yunjia",56428153700,1,"Engineering
",,
"Lubbock, Connor",57211586809,1,"Health Professions
Medicine
",,
"Luby, Antony",55959289500,9,"Social Sciences
Arts and Humanities
",,
"Lucas, Catherine",57215360411,1,"Engineering
Business, Management and Accounting
",,
"Luck, Maura",57208857816,1,"Social Sciences
",,
"Ludkin, Edwin",6507439377,4,"Chemistry
Arts and Humanities
Biochemistry, Genetics and Molecular Biology
Social Sciences
Agricultural and Biological Sciences
",,
"Ludwig, Gregory",48561373400,3,"Business, Management and Accounting
Social Sciences
Economics, Econometrics and Finance
",0000-0002-4681-5067,
"Luff, N.",56526949500,1,"Medicine
",,
"Luger, Jason D.",56155499000,19,"Social Sciences
Earth and Planetary Sciences
Arts and Humanities
Environmental Science
Business, Management and Accounting
Economics, Econometrics and Finance
Engineering
",,
"Luker, Ed",57200101637,1,"Arts and Humanities
",,
"Lukose, Cecil Cherian",57188651453,5,"Materials Science
Engineering
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Chemistry
",,
"Lunn, Paul",7005572875,2,"Social Sciences
",,
"Luo, Kexin",57215318287,1,"Engineering
Computer Science
Mathematics
Chemical Engineering
",,
"Luo, Pengfei",56417152000,42,"Computer Science
Engineering
Physics and Astronomy
Materials Science
Decision Sciences
",,
"Luscombe, Philip",57191760515,2,"Arts and Humanities
Computer Science
",,
"Luther Osabutey, Ellis",55260214700,39,"Business, Management and Accounting
Social Sciences
Economics, Econometrics and Finance
Psychology
Engineering
Computer Science
Decision Sciences
Medicine
",0000-0003-4788-5224,
"Luthra, Sidharth",57202814384,4,"Social Sciences
",,
"Ly, L. N.",57191009154,1,"Materials Science
Chemistry
",,
"Lympany, C.",57189675432,1,"Agricultural and Biological Sciences
",,
"Lyons, Anne",57226350579,1,"Nursing
",,
"Lyons, Elizabeth A.",51561918400,1,"Psychology
Social Sciences
",,
"Ma, J.",57738721200,1,"Computer Science
Decision Sciences
",0000-0001-7490-6364,
"Ma, Jie",57208919747,11,"Business, Management and Accounting
Computer Science
Social Sciences
Engineering
Decision Sciences
Psychology
",0000-0001-7490-6364,
"Ma, Jie",57204066514,2,"Engineering
Business, Management and Accounting
Economics, Econometrics and Finance
Computer Science
",0000-0001-7490-6364,
"Ma, Renli",56155564500,37,"Chemistry
Environmental Science
Biochemistry, Genetics and Molecular Biology
Materials Science
Engineering
Chemical Engineering
Immunology and Microbiology
Medicine
Social Sciences
Agricultural and Biological Sciences
",,
"Ma, Yiping",56804086200,19,"Physics and Astronomy
Mathematics
Engineering
Materials Science
Chemical Engineering
Chemistry
",0000-0002-7584-2734,
"Ma Rtin, C. G.",24574354000,1,"Materials Science
Chemistry
",,
"Maan, Balraj S.",57853610700,1,"Medicine
Immunology and Microbiology
",,
"Mabaso, Elias",55828308400,3,"Environmental Science
Social Sciences
",,
"MacDermott, Terry",56995115700,1,"Business, Management and Accounting
",,
"MacDonald, Douglas",57210113360,1,"Psychology
",,
"Macedo, Silvana",26036998800,1,"Social Sciences
Arts and Humanities
",,
"Macfadyen, Ann",38561924900,8,"Medicine
Social Sciences
Nursing
Psychology
",,
"Macfadyen, Gordon",57193220450,4,"Business, Management and Accounting
Social Sciences
",,
"MacFarlane, Robert",56679320800,13,"Social Sciences
Environmental Science
Earth and Planetary Sciences
Medicine
Arts and Humanities
Engineering
Agricultural and Biological Sciences
Chemical Engineering
Neuroscience
",,
"MacFarlane, Robert",56679321100,1,"Social Sciences
",,
"Macgregor, A. E.",57096898100,1,"Physics and Astronomy
",,
"Macgregor, A. E.",7102533655,1,"Physics and Astronomy
",,
"Macgregor, Alastair",57225469959,1,"Mathematics
Computer Science
",,
"Machin, Alison I.",12757608200,17,"Nursing
Medicine
Social Sciences
",,
"Machin, Tony A.",57215209622,4,"Nursing
",,
"MacIntosh, Robert",36155387700,55,"Business, Management and Accounting
Social Sciences
Economics, Econometrics and Finance
Decision Sciences
Engineering
Medicine
Arts and Humanities
Environmental Science
Nursing
Computer Science
",0000-0001-7333-0201,
"Mack, Bob",7003716399,2,"Engineering
",,
"Mack, Jonathan",57158822400,1,"Arts and Humanities
",,
"Mackay, Michelle",36340484300,1,"Medicine
Neuroscience
Psychology
Pharmacology, Toxicology and Pharmaceutics
",,
"Mackenzie, David",57196606533,1,"Engineering
Materials Science
",,
"Mackenzie, Louise",57189803092,6,"Arts and Humanities
Computer Science
Engineering
Social Sciences
",,
"Mackey, Lauren L.",57190878796,1,"Agricultural and Biological Sciences
",,
"MacKnight, Janice",57226056859,1,"Nursing
",,
"Maclean, Kate",36190208300,24,"Social Sciences
Arts and Humanities
Business, Management and Accounting
Economics, Econometrics and Finance
Earth and Planetary Sciences
",,
"MacNamara, O. C.",6506954044,1,"Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
",,
"Macourt, M. P.A.",6508012681,1,"Environmental Science
Earth and Planetary Sciences
",,
"MacPherson, Fiona",57219390035,1,"Social Sciences
",,
"Maddison, Jessica",56455000800,1,"Psychology
Social Sciences
",,
"Maddison, Sandy",57208857369,1,"Health Professions
Medicine
Social Sciences
",,
"Madkour, Amr A.M.",20435988500,5,"Computer Science
Engineering
",,
"Maduka, Nnamdi Stanley",57200879160,1,"Business, Management and Accounting
",,
"Magaritis, Dimitrios",58078193100,1,"Medicine
",,
"Mages, Linda",18437613400,3,"Social Sciences
Psychology
Nursing
",,
"Maguire, Amy",57200911803,1,"Psychology
",,
"Maguire, Chris",57213056287,1,"Medicine
Social Sciences
Nursing
Biochemistry, Genetics and Molecular Biology
",,
"Mahamedi, Elham",57221744447,2,"Engineering
Computer Science
",,
"Mahdiputra, Suyanto",55217798500,1,"Engineering
",,
"Maheri, Ali Reza",57192176019,1,"Computer Science
",,
"Mahkamov, Khamid Kh",8323504000,67,"Energy
Engineering
Environmental Science
Materials Science
Physics and Astronomy
Earth and Planetary Sciences
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Social Sciences
Chemical Engineering
Computer Science
",,
"Mahkamova, Irina",57222580430,1,"Energy
Earth and Planetary Sciences
Environmental Science
",,
"Mahkmov, Khamid",57204845289,1,"Physics and Astronomy
",,
"Mahmood, Hassan",58255627900,1,"Environmental Science
Energy
",,
"Mahmud, Hassan",57226532572,1,"Social Sciences
Computer Science
Engineering
Environmental Science
",,
"Mahmud, Md Apel",36651026400,251,"Energy
Engineering
Computer Science
Mathematics
Materials Science
Physics and Astronomy
Chemical Engineering
Environmental Science
Decision Sciences
Medicine
Business, Management and Accounting
Social Sciences
",0000-0002-5302-5338,
"Mahoney, Jamie",57202740460,10,"Computer Science
Arts and Humanities
Psychology
Social Sciences
",,
"Maiello, Pietro",55632689900,9,"Materials Science
Energy
Physics and Astronomy
Engineering
Chemistry
Multidisciplinary
Chemical Engineering
",,
"Makhfoudi, Adam",56488022100,1,"Engineering
Decision Sciences
",,
"Makhkamova, Irina",6505638787,13,"Energy
Engineering
Materials Science
Environmental Science
",,
"Makki, Dania",57205706176,2,"Business, Management and Accounting
Social Sciences
",0000-0002-4416-6040,
"Makovskaya, Valeriya",6506199253,3,"Chemistry
Environmental Science
Biochemistry, Genetics and Molecular Biology
",,
"Malcolm, Connor",57218455177,2,"Multidisciplinary
Psychology
",,
"Malcolm, Sarah L.",54391611000,2,"Medicine
Psychology
",,
"Maleki, Afsane",57940198500,1,"Physics and Astronomy
Computer Science
Engineering
",,
"Malik, Ali",57208222429,4,"Social Sciences
Business, Management and Accounting
Economics, Econometrics and Finance
",,
"Malik, Vatsala",55220283200,2,"Biochemistry, Genetics and Molecular Biology
",,
"Malle, Johanna",57207936761,5,"Earth and Planetary Sciences
Agricultural and Biological Sciences
Environmental Science
",,
"Manford, David",58197778700,1,"Agricultural and Biological Sciences
Medicine
Computer Science
Biochemistry, Genetics and Molecular Biology
",,
"Maniatopoulos, Gregory",35749030700,36,"Medicine
Business, Management and Accounting
Social Sciences
Computer Science
Arts and Humanities
Biochemistry, Genetics and Molecular Biology
",,
"Manifield, James",57209712906,6,"Medicine
Biochemistry, Genetics and Molecular Biology
Neuroscience
",,
"Manley, Thomas Rae",16531601300,63,"Materials Science
Engineering
Chemistry
Physics and Astronomy
Chemical Engineering
Dentistry
Biochemistry, Genetics and Molecular Biology
Environmental Science
Multidisciplinary
",,
"Mann, Emily",57256172300,4,"Medicine
Social Sciences
Environmental Science
",,
"Mann, Emily",57434246800,4,"Medicine
Psychology
Arts and Humanities
Nursing
Social Sciences
",,
"Mann, Paul J.",55075027900,39,"Earth and Planetary Sciences
Environmental Science
Agricultural and Biological Sciences
Medicine
Energy
Biochemistry, Genetics and Molecular Biology
Chemistry
Immunology and Microbiology
Arts and Humanities
Physics and Astronomy
Social Sciences
",,
"Mann, Paul J.",57614143800,2,"Environmental Science
Earth and Planetary Sciences
Agricultural and Biological Sciences
",,
"Mann, Paul J.",58284944800,1,"Energy
Medicine
Environmental Science
",,
"Mann, Paul",58242523300,1,"Social Sciences
Computer Science
Mathematics
Medicine
Decision Sciences
",,
"Manning, Dorothy",7201461334,2,"Social Sciences
",,
"Manns, H.",56780060200,2,"Social Sciences
Engineering
",,
"Mansi, Safwat",51261313600,3,"Computer Science
Business, Management and Accounting
Social Sciences
",,
"Mantanona, Craig P.",57210961833,2,"Medicine
Neuroscience
Pharmacology, Toxicology and Pharmaceutics
",,
"Mantso, Theodora",55606012700,21,"Biochemistry, Genetics and Molecular Biology
Medicine
Materials Science
Chemistry
Pharmacology, Toxicology and Pharmaceutics
Engineering
Computer Science
Chemical Engineering
Agricultural and Biological Sciences
Nursing
Environmental Science
Physics and Astronomy
Multidisciplinary
",,
"Manya, Bharat",57208525839,1,"Engineering
",,
"Manyena, Bernard",15042573700,28,"Social Sciences
Environmental Science
Earth and Planetary Sciences
Business, Management and Accounting
Arts and Humanities
Medicine
Economics, Econometrics and Finance
",0000-0001-5265-3087,
"Mao, Hua",56735298400,34,"Computer Science
Mathematics
Engineering
Business, Management and Accounting
Decision Sciences
Medicine
Neuroscience
Materials Science
",,
"Maqbool, R.",58064256800,1,"Earth and Planetary Sciences
Social Sciences
",,
"Maqbool, Rashid",57195216202,31,"Energy
Environmental Science
Engineering
Social Sciences
Computer Science
Business, Management and Accounting
Mathematics
Medicine
Earth and Planetary Sciences
Decision Sciences
",,
"Marco, Corradi",57370469100,1,"Social Sciences
Engineering
",,
"Mari, Mumtaz Ali",57214889908,1,"Social Sciences
",,
"Marie Doherty, Megan",57315949600,1,"Computer Science
",,
"Marie-Blackburn, Ivy",15848721400,1,"Psychology
",,
"Markwell, Christopher",57731507400,3,"Physics and Astronomy
Chemistry
Materials Science
Biochemistry, Genetics and Molecular Biology
Engineering
Computer Science
",,
"Marlor, Lucy",57219980333,2,"Arts and Humanities
Engineering
Social Sciences
",,
"Marples, Gwen",19735641400,7,"Medicine
Arts and Humanities
Social Sciences
",,
"Marr, Stella",7004596886,1,"Medicine
Nursing
",,
"Marshall, Jamie C.",57193059812,1,"Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Chemistry
",,
"Marshall, Justin G.",57195747062,9,"Computer Science
Earth and Planetary Sciences
Social Sciences
",,
"Marshall, Mark T.",36624120600,36,"Computer Science
Arts and Humanities
Engineering
Physics and Astronomy
Decision Sciences
Mathematics
Social Sciences
Biochemistry, Genetics and Molecular Biology
Neuroscience
",0000-0002-8875-4813,
"Marshall, Steven J.",57202717254,2,"Health Professions
Medicine
Social Sciences
",,
"Marshall, Steven J.",57967239500,1,"Physics and Astronomy
Health Professions
Biochemistry, Genetics and Molecular Biology
",,
"Marshall, W. E.",7401972631,2,"Engineering
Materials Science
",,
"Marston, George M.",7003382514,65,"Chemistry
Physics and Astronomy
Earth and Planetary Sciences
Environmental Science
Multidisciplinary
Chemical Engineering
Engineering
",0000-0002-0050-5928,
"Martelli, Francesca",57208237102,3,"Agricultural and Biological Sciences
Environmental Science
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
",,
"Martin, Alex",58222072100,1,"Immunology and Microbiology
Medicine
",,
"Martin, C. G.",55483433900,6,"Materials Science
Chemistry
Engineering
",,
"Martin, Cheryl",57198807149,1,"Nursing
",,
"Martin, Elaine",57194803287,4,"Psychology
Medicine
Social Sciences
",,
"Martin, Hannah Elizabeth",57221438179,2,"Social Sciences
Arts and Humanities
",,
"Martin, James E.",55727501000,37,"Earth and Planetary Sciences
Physics and Astronomy
Engineering
Materials Science
Chemistry
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Computer Science
Environmental Science
",,
"Martin, James E.",57727153900,2,"Physics and Astronomy
Earth and Planetary Sciences
",,
"Martin, Mike",55482099900,28,"Social Sciences
Business, Management and Accounting
Computer Science
Medicine
Engineering
Arts and Humanities
Environmental Science
Mathematics
Health Professions
Decision Sciences
Biochemistry, Genetics and Molecular Biology
",,
"Martin, Mike",58273413100,1,"Multidisciplinary
",,
"Martin, Nick",57219669172,1,"Engineering
",,
"Martin, Rachel",57203280622,13,"Medicine
Social Sciences
Nursing
Psychology
Health Professions
Neuroscience
",,
"Martin Davies, D.",23068050800,5,"Chemistry
Physics and Astronomy
Agricultural and Biological Sciences
",,
"Martinelli, Patrizio M.",57212584664,5,"Arts and Humanities
Social Sciences
Engineering
Psychology
",0000-0001-8715-910X,
"Martinez, Matthew",58024149200,2,"Medicine
Social Sciences
",,
"Martinez, Pablo",57206253811,29,"Engineering
Computer Science
Agricultural and Biological Sciences
Mathematics
Energy
Business, Management and Accounting
Physics and Astronomy
Chemistry
Environmental Science
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
",0000-0003-3397-9617,
"Martinscroft, Ross",57201443198,3,"Chemistry
Materials Science
",,
"Marucci, G.",57201120370,1,"Engineering
Chemistry
Chemical Engineering
",,
"Mary Paul, Mridula",57953313700,4,"Agricultural and Biological Sciences
Social Sciences
Environmental Science
",,
"Marzband, Mousa",55054734300,195,"Engineering
Energy
Computer Science
Mathematics
Environmental Science
Social Sciences
Physics and Astronomy
Chemical Engineering
Materials Science
Decision Sciences
Business, Management and Accounting
Economics, Econometrics and Finance
Medicine
Biochemistry, Genetics and Molecular Biology
Chemistry
",0000-0003-3482-609X,
"Masala, Jean Pierre Makiadi",56646433700,5,"Energy
Engineering
Environmental Science
Social Sciences
Mathematics
",,
"Mashar, Darshit",57211586022,1,"Health Professions
Medicine
",,
"Maskell, Duke",57190107876,1,"Social Sciences
",,
"Maskill, Jon",57813785600,1,"Social Sciences
",,
"Maskrey, Peter",6507442453,5,"Biochemistry, Genetics and Molecular Biology
Neuroscience
Medicine
",,
"Maslin, Anna M.",6507587196,6,"Medicine
Nursing
Health Professions
",,
"Mason, James",57222373312,1,"Agricultural and Biological Sciences
",,
"Mason, Marco",49863795100,10,"Arts and Humanities
Computer Science
Business, Management and Accounting
Social Sciences
Neuroscience
",0000-0001-5226-4217,
"Mason, Rachel",57447874200,8,"Medicine
Physics and Astronomy
Computer Science
Engineering
Biochemistry, Genetics and Molecular Biology
Chemistry
Health Professions
Business, Management and Accounting
Social Sciences
",,
"Masood, K.",57192362655,1,"Business, Management and Accounting
Economics, Econometrics and Finance
Medicine
Psychology
",,
"Massaband, Andrew",57205078808,1,"Medicine
",,
"Massé, Francis",57207616927,24,"Social Sciences
Environmental Science
Agricultural and Biological Sciences
Arts and Humanities
Energy
Earth and Planetary Sciences
Economics, Econometrics and Finance
Decision Sciences
",,
"Massiter, Marie",57191770363,1,"Social Sciences
Computer Science
",,
"Massoura, Kiriaki",57201012555,1,"Arts and Humanities
Social Sciences
",,
"Masterson, W. A J",57018274900,1,"Social Sciences
",,
"Masuku, Sithandazile",57212343167,1,"Nursing
",,
"Matheson, Ewan D.",58167343700,1,"Engineering
Physics and Astronomy
Materials Science
",,
"Matheus, Thomas",34977256300,6,"Business, Management and Accounting
Computer Science
Economics, Econometrics and Finance
Social Sciences
Engineering
Mathematics
Decision Sciences
",,
"Matson, Natasha",57223042661,1,"Business, Management and Accounting
",,
"Matsuda, Naho",57207300598,6,"Computer Science
Business, Management and Accounting
Arts and Humanities
Social Sciences
Engineering
Mathematics
",,
"Matterson, Ellie",58023526400,1,"Medicine
Neuroscience
",,
"Matthews, Catherine",9840991600,1,"Medicine
Neuroscience
",,
"Matthews, Lesley",55863000100,1,"Engineering
",,
"Maughan, Anna",57222639313,1,"Arts and Humanities
Business, Management and Accounting
Economics, Econometrics and Finance
Social Sciences
Psychology
",,
"Mavatikua, Lubanzadio",57211514603,3,"Environmental Science
Medicine
Multidisciplinary
",,
"MAVROUDIS, NIKOLAOS E.",6603247607,10,"Agricultural and Biological Sciences
Environmental Science
",,
"Maw, Gillian",57916044600,1,"Medicine
Nursing
",,
"Mawhinney, Mark",56971061900,2,"Engineering
",,
"Maxwell, Mark J.",57211227146,1,"Social Sciences
Psychology
",,
"May, Tom",57695130100,5,"Social Sciences
Arts and Humanities
",,
"Mayard, Laure Elise",57204720886,1,"Environmental Science
Social Sciences
",,
"Mazumder, Mohammed Mehadi Masud",57202573888,7,"Business, Management and Accounting
Economics, Econometrics and Finance
Social Sciences
",0000-0003-4093-1179,
"Mbakem, Evarist Anu",56061797400,2,"Social Sciences
",,
"Mc Dowell, Liz",56479112300,1,"Social Sciences
",,
"Mc Innes, L.",15722384300,1,"Neuroscience
Psychology
",,
"Mc Kenzie, C.",57204738763,1,"Engineering
Materials Science
",,
"McAllister, Adam",57130302100,1,"Environmental Science
Earth and Planetary Sciences
",,
"McAndrew, H.",6602354342,2,"Materials Science
Engineering
Chemistry
",,
"McAnelly, Su",25028718600,2,"Medicine
Health Professions
Social Sciences
Nursing
",,
"McAnuff, Jennifer",56118035200,9,"Medicine
Psychology
Nursing
",,
"McCabe, Megan",56288128100,1,"Social Sciences
",,
"McCafferty, Andrew",35122842400,2,"Environmental Science
Earth and Planetary Sciences
Business, Management and Accounting
",,
"McCann, Clare M.",57222115675,30,"Environmental Science
Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
Earth and Planetary Sciences
Agricultural and Biological Sciences
Physics and Astronomy
Chemistry
Engineering
Chemical Engineering
",0000-0003-3395-820X,
"McCann, Clare M.",58165227200,1,"Agricultural and Biological Sciences
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Environmental Science
",,
"McCartan, Audrey",8973966800,3,"Social Sciences
",,
"McCarthy, Andrew",57212393266,5,"Medicine
",,
"McCarthy, Stephen",57213860988,2,"Medicine
",,
"Mccarthy, Steven",56091880500,1,"Psychology
Computer Science
Neuroscience
",,
"McCartney, C.",57213938055,1,"Agricultural and Biological Sciences
Environmental Science
",,
"McCarty, Kris",49561573800,32,"Psychology
Medicine
Agricultural and Biological Sciences
Multidisciplinary
Biochemistry, Genetics and Molecular Biology
Social Sciences
Neuroscience
Arts and Humanities
",,
"McCerery, Rebecca",57219399418,1,"Agricultural and Biological Sciences
",,
"McChesney, Patricia",57122518700,1,"Psychology
",,
"McClelland, Norman Anthony",57215962046,3,"Medicine
Social Sciences
Nursing
Psychology
",,
"McConkey, K.",36863903900,1,"Dentistry
",,
"McConkey, Kenneth",57191132135,1,"Arts and Humanities
",,
"McConnel, James Richard Redmond",15022664500,12,"Arts and Humanities
Social Sciences
",,
"McConnell, Siobhan",57863519600,2,"Social Sciences
",,
"McConville, Ben",56491561900,1,"Social Sciences
Arts and Humanities
",,
"McCord, Andrew",37050989200,1,"Medicine
Health Professions
",,
"McCourt, Kath",35488495200,5,"Medicine
Nursing
Social Sciences
",,
"McCoy, Jessica",57195736095,4,"Earth and Planetary Sciences
Agricultural and Biological Sciences
",,
"McCready, Jemma Louise",57204659938,7,"Medicine
Multidisciplinary
Agricultural and Biological Sciences
Pharmacology, Toxicology and Pharmaceutics
",,
"McCrorie, K. A.B.",6505984107,1,"Environmental Science
Chemical Engineering
",,
"McCue, Patricia M.",7006106231,7,"Medicine
Psychology
Nursing
Pharmacology, Toxicology and Pharmaceutics
Neuroscience
",,
"McCulloch, D.",57216053193,1,"Physics and Astronomy
",,
"McCullogh, Nicola",57210072273,6,"Medicine
Social Sciences
Business, Management and Accounting
Multidisciplinary
Nursing
Health Professions
",,
"McCusker, Sean",55190262300,10,"Social Sciences
Mathematics
Psychology
Business, Management and Accounting
Arts and Humanities
Computer Science
",0000-0002-8735-7226,
"McCutcheon, Mark",57943211100,1,"Social Sciences
",,
"McDermott, Alison M.",57935430500,1,"Medicine
",,
"McDermott, Alison Marie",7103290874,72,"Medicine
Neuroscience
Biochemistry, Genetics and Molecular Biology
Materials Science
Immunology and Microbiology
Engineering
Health Professions
Chemistry
Pharmacology, Toxicology and Pharmaceutics
Chemical Engineering
Agricultural and Biological Sciences
",,
"McDermott, Allyson",24339109500,3,"Arts and Humanities
Engineering
Materials Science
Environmental Science
Chemical Engineering
",,
"McDermott, Terry",56994998300,1,"Business, Management and Accounting
",,
"McDonagh, Rosaleen",56989467000,4,"Arts and Humanities
Social Sciences
Medicine
",,
"McDonald, Alistair",57548301100,1,"Computer Science
",,
"McEleney, Alice",6506392476,3,"Neuroscience
Psychology
",0000-0003-4525-8147,
"McEwan, Cameron",57201261637,5,"Social Sciences
Engineering
Arts and Humanities
",0000-0002-0683-1708,
"McEwan, Kathryn",57191215807,2,"Social Sciences
",,
"McGann, Deborah",6508202975,6,"Psychology
Neuroscience
Multidisciplinary
",,
"McGill, Andrew",58280566400,1,"Multidisciplinary
",,
"McGill, Gill",57200993692,13,"Medicine
Social Sciences
Psychology
Arts and Humanities
Nursing
Environmental Science
",,
"McGlasson, Jill",57218712674,2,"Computer Science
",,
"McGovern, Michael",57209956775,1,"",,
"McGovern, William",48661401200,11,"Medicine
Social Sciences
Environmental Science
Psychology
",,
"McGrath, Joanne",58116453300,1,"Psychology
",,
"McGrath, Joanne",58135003200,1,"Medicine
",,
"McGraw, Ron",57190732028,1,"Medicine
Social Sciences
",,
"McGrogan, Claire L.",57210361027,5,"Psychology
Arts and Humanities
Nursing
Multidisciplinary
Engineering
",,
"McGrogan, David",36087766400,6,"Social Sciences
",,
"McGuigan, Ross",18042513700,1,"Chemistry
Environmental Science
",,
"Mcguinness, D.",57215453510,1,"Environmental Science
",,
"McGuinness, David",57215453503,17,"Social Sciences
Economics, Econometrics and Finance
Engineering
Business, Management and Accounting
Arts and Humanities
Earth and Planetary Sciences
",,
"McHale, Glen",7006300283,237,"Physics and Astronomy
Engineering
Chemistry
Materials Science
Chemical Engineering
Medicine
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Energy
Multidisciplinary
Computer Science
Environmental Science
Mathematics
Earth and Planetary Sciences
Health Professions
Social Sciences
",,
"McInnes, Alison",7004901484,9,"Social Sciences
Medicine
Nursing
Psychology
Arts and Humanities
Pharmacology, Toxicology and Pharmaceutics
",,
"McInnes, Lynn",7004285245,29,"Medicine
Psychology
Biochemistry, Genetics and Molecular Biology
Social Sciences
Neuroscience
Computer Science
Nursing
Arts and Humanities
",,
"McIntosh, Alex",57218397037,7,"Engineering
Materials Science
",0000-0003-4679-2202,
"McIntosh, F.",7003333201,1,"Medicine
",,
"McIntyre, Lesley",57192588104,4,"Engineering
Social Sciences
Arts and Humanities
",,
"McIver, Victoria J.",57202534612,9,"Medicine
Nursing
Agricultural and Biological Sciences
Business, Management and Accounting
Social Sciences
Psychology
",,
"McKay, J. A.",56234446900,34,"Biochemistry, Genetics and Molecular Biology
Medicine
Agricultural and Biological Sciences
Nursing
Engineering
",0000-0002-2711-0301,
"McKay, Kath",7004420583,3,"Nursing
",,
"McKeever, Margo",55394881200,4,"Nursing
Medicine
",,
"McKegney, Joseph Michael",58164416900,1,"Engineering
Energy
Environmental Science
",,
"McKelvey, K.",57215362287,1,"Engineering
Materials Science
",,
"McKenzie, Karen",7102726929,161,"Psychology
Medicine
Social Sciences
Nursing
Arts and Humanities
Neuroscience
Biochemistry, Genetics and Molecular Biology
Health Professions
Computer Science
Multidisciplinary
",,
"McKenzie, Robert M.",23668268600,22,"Social Sciences
Arts and Humanities
",0000-0002-7212-6724,
"McKeown, Paul",56533448300,3,"Social Sciences
",,
"McLaren, Kurt P.",7005781278,36,"Environmental Science
Agricultural and Biological Sciences
Earth and Planetary Sciences
Computer Science
Energy
Multidisciplinary
Social Sciences
Economics, Econometrics and Finance
",,
"McLaughlin, Christopher James",57205120545,1,"Social Sciences
",,
"McLaughlin, James A.",57202146858,57,"Physics and Astronomy
Earth and Planetary Sciences
Engineering
Arts and Humanities
",0000-0002-7863-624X,
"McLaughlin, Noel",38161827900,5,"Arts and Humanities
Social Sciences
",,
"McLean, Craig",24335730700,15,"Social Sciences
Environmental Science
Medicine
Engineering
Arts and Humanities
Business, Management and Accounting
Economics, Econometrics and Finance
Agricultural and Biological Sciences
",,
"McLean, R.",20135192400,1,"Chemistry
Pharmacology, Toxicology and Pharmaceutics
",,
"McLeod, A. J.",57198327256,1,"",,
"McLeod, Julie",56309856800,71,"Social Sciences
Business, Management and Accounting
Computer Science
Arts and Humanities
Economics, Econometrics and Finance
Mathematics
Medicine
Decision Sciences
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
Agricultural and Biological Sciences
",,
"McLnnes, Lynn",6507448589,2,"Psychology
",,
"Mclntyre, C.",57189885388,1,"Engineering
Materials Science
",,
"McLoughlin, Kevin",7003909786,4,"Business, Management and Accounting
Social Sciences
",,
"McMahon, Fiona",57204556657,1,"Chemistry
",,
"McMeekin, Peter J.",37038104800,71,"Medicine
Biochemistry, Genetics and Molecular Biology
Computer Science
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Nursing
Engineering
Social Sciences
Physics and Astronomy
Agricultural and Biological Sciences
Neuroscience
Mathematics
Arts and Humanities
Multidisciplinary
Chemistry
",0000-0003-0946-7224,
"McMeekino, Peter",57218288593,1,"Medicine
",,
"McMenzie, Laura",57211601537,1,"Arts and Humanities
Medicine
Social Sciences
Psychology
",,
"McMullon, Mhairi E.G.",57193271446,4,"Psychology
Medicine
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
",,
"Mcnab, Alison",7005498622,5,"Computer Science
Social Sciences
Arts and Humanities
",0000-0002-7185-5570,
"McNall, Anne",57192111582,6,"Medicine
Social Sciences
Nursing
Psychology
Business, Management and Accounting
",,
"McNamee, J.",57197233428,1,"Mathematics
Engineering
Computer Science
Decision Sciences
",,
"McNeil, Andrew",57205334517,1,"Psychology
",,
"McNeill, Andrew R.",56963556300,20,"Computer Science
Social Sciences
Psychology
Medicine
Arts and Humanities
Nursing
Engineering
Mathematics
Multidisciplinary
",,
"McNicol, Robert",57807844300,1,"Medicine
Engineering
Health Professions
Computer Science
",,
"McNulty, Kelly Lee",57218106912,6,"Medicine
Health Professions
Social Sciences
Biochemistry, Genetics and Molecular Biology
Nursing
",,
